id_venta,fecha,rut_cliente,id_producto,cantidad,monto_neto,canal,vendedor,tipo_documento
F-007393,2025-09-28,76.502.858-K,SKU-1027,51,101490,Tienda,V-05,VENTA
F-006689,2025-02-24,76497584-4,SKU-1014,17,33830,Distribuidor,V-05,VENTA
F-010719,2025-09-21,76124429-6,SKU-1011,58,753420,Tienda,V-05,VENTA
F-006852,02/08/25,71634481-8,SKU-1030,23,80270,Tienda,V-01,VENTA
F-011744,2025-12-12,72.354.411-7,SKU-1003,18,62820,Distribuidor,V-06,VENTA
F-012135,2025-06-17,72.048.560-8,SKU-1003,16,95840,Distribuidor,V-03,VENTA
F-012843,20-07-2025,78980980-6,SKU-1018,47,422530,Distribuidor,V-03,VENTA
F-005683,2025-09-30,77.521.545-4,SKU-1023,28,97720,Ecommerce,V-05,VENTA
F-005616,2025-09-08,79126480-2,SKU-1022,19,246810,Televenta,V-04,VENTA
F-013867,18-04-2025,71.634.481-8,SKU-1022,33,65670,Tienda,V-03,VENTA
F-009376,03-07-2025,72573458-4,SKU-1019,58,753420,Distribuidor,NULL,VENTA
F-006265,01-03-2025,716344818,SKU-1012,60,2999400,Ecommerce,V-03,VENTA
F-010927,2025-01-29,75.173.072-5,SKU-1024,34,441660,Distribuidor,V-01,VENTA
F-013936,12/10/25,72354411-7,SKU-1037,12,599880,Televenta,V-03,VENTA
F-013876,10-05-2025,77521545-4,SKU-1005,4,7960,Tienda,V-06,VENTA
F-005903,2025-09-25,760686821,SKU-1016,57,198930,Televenta,V-06,VENTA
F-004493,23/11/25,78.980.980-6,SKU-1003,40,999600,NULL,V-03,VENTA
F-002838,2025-10-03,75346013-k,SKU-1006,37,1849630,Distribuidor,V-04,VENTA
F-006404,2025-02-26,75.346.013-K,SKU-1025,52,-1299480,Tienda,V-04,VENTA
F-007207,2025-07-02,77185397-9,SKU-1007,16,31840,Distribuidor,V-03,VENTA
F-007240,03-02-2025,73.660.589-5,SKU-1022,30,59700,Ecommerce,V-03,VENTA
F-011819,2025-01-30,72.354.411-7,SKU-1024,40,139600,Televenta,V-01,VENTA
F-002047,2025-02-22,76.476.979-9,SKU-1011,6,77940,Tienda,V-04,VENTA
F-003542,21/09/25,72354411-7,SKU-1006,8,103920,Tienda,V-05,VENTA
F-000215,25-12-2025,71275970-3,SKU-1014,40,519600,Ecommerce,V-01,VENTA
F-009220,2025-06-15,77.577.833-5,SKU-1011,32,1599680,Distribuidor,V-04,VENTA
F-000612,2025-05-20,75.346.013-K,SKU-1032,23,298770,Distribuidor,V-02,VENTA
F-008327,2025-09-01,73584180-3,SKU-1034,14,83860,Ecommerce,V-02,VENTA
F-003790,21/04/25,78.934.391-2,SKU-1031,45,2249550,Distribuidor,V-04,VENTA
F-004319,2025-02-15,78934391-2,SKU-1003,39,233610,Televenta,V-03,VENTA
F-008631,12/04/25,72573458-4,SKU-1022,29,57710,Televenta,V-03,VENTA
F-006431,01-02-2025,79738017-0,SKU-1006,16,143840,Ecommerce,V-04,VENTA
F-000778,09-12-2025,73.660.589-5,SKU-1034,44,1099560,Ecommerce,V-02,VENTA
F-007162,2025-04-13,76502858K,SKU-1018,3,149970,Tienda,V-04,VENTA
F-006748,21-02-2025,73660589-5,SKU-1001,54,188460,Ecommerce,V-06,VENTA
F-008086,13-03-2025,76497584-4,SKU-1024,54,1349460,Ecommerce,V-04,VENTA
F-011627,2025-06-06,72573458-4,SKU-1005,41,-245590,Distribuidor,V-05,VENTA
F-012299,29-10-2025,75346013-K,SKU-1039,59,205910,Distribuidor,V-01,VENTA
F-002765,18/05/25,79.808.856-2,SKU-1022,39,136110,Tienda,V-01,VENTA
F-001724,2025-12-22,79738017-0,SKU-1011,18,899820,Distribuidor,V-01,VENTA
F-011496,2025-08-03,716344818,SKU-1019,33,65670,Ecommerce,V-06,VENTA
F-014716,2025-09-17,79.808.856-2,SKU-1031,53,105470,Tienda,V-05,VENTA
F-009420,2025-04-20,79.738.017-0,SKU-1025,46,1149540,Tienda,NULL,VENTA
F-003305,2025-03-11,75.346.013-K,SKU-1009,4,51960,Tienda,V-04,VENTA
F-012230,2025-02-28,72048560-8,SKU-1011,54,"107460,00",Tienda,V-03,VENTA
F-004536,2025-05-30,76124429-6,SKU-1014,21,524790,Televenta,V-06,VENTA
F-011832,2025-10-01,78980980-6,SKU-1031,37,924630,Ecommerce,V-06,VENTA
F-001843,30-03-2025,785367027,SKU-1017,41,143090,Televenta,V-04,VENTA
F-014067,10/06/25,78536702-7,SKU-1033,47,422530,Ecommerce,V-01,VENTA
F-009626,07-11-2025,798088562,SKU-1022,57,198930,Ecommerce,V-06,VENTA
F-005311,2025-09-03,785367027,SKU-1029,51,305490,Tienda,V-02,VENTA
F-001792,2025-10-29,78.934.391-2,SKU-1001,47,164030,Ecommerce,V-04,VENTA
F-002382,2025-07-26,77521545-4,SKU-1013,49,1224510,Distribuidor,V-03,VENTA
F-002525,2025-02-08,712759703,SKU-1032,53,2649470,Televenta,V-06,VENTA
F-005342,2025-06-11,775215454,SKU-1035,10,34900,Ecommerce,V-01,VENTA
F-007441,2025-08-04,78.536.702-7,SKU-1040,38,75620,Ecommerce,V-04,VENTA
F-009328,09-06-2025,72573458-4,SKU-1030,53,688470,Distribuidor,V-02,VENTA
F-007756,2025-02-05,71.634.481-8,SKU-1017,48,95520,Ecommerce,V-03,VENTA
F-012710,2025-10-07,789343912,SKU-1007,53,2649470,Ecommerce,V-02,VENTA
F-008929,2025-01-07,751730725,SKU-1015,56,503440,Ecommerce,V-04,VENTA
F-005842,2025-02-05,76.497.584-4,SKU-1003,7,13930,Tienda,V-04,VENTA
F-003455,2025-06-17,789809806,SKU-1007,22,549780,Ecommerce,V-03,VENTA
F-010360,23-01-2025,71.275.970-3,SKU-1004,28,251720,Televenta,V-05,VENTA
F-007403,02/10/25,72354411-7,SKU-1007,17,59330,Televenta,V-06,VENTA
F-002243,21/10/25,764769799,SKU-1005,5,249950,Distribuidor,V-04,VENTA
F-007331,2025-07-07,71.275.970-3,SKU-1002,4,35960,Ecommerce,V-04,VENTA
F-007079,2025-11-27,77185397-9,SKU-1018,60,2999400,Televenta,V-03,VENTA
F-008527,2025-09-04,75804200-K,SKU-1017,30,-179700,Tienda,V-01,VENTA
F-001861,07-11-2025,77.577.833-5,SKU-1024,34,118660,Distribuidor,V-04,VENTA
F-011004,2025-08-12,775778335,SKU-1037,35,122150,Ecommerce,V-01,VENTA
F-006591,03-07-2025,76476979-9,SKU-1024,29,376710,Distribuidor,NULL,VENTA
F-002632,2025-07-14,78536702-7,SKU-1029,51,1274490,Televenta,V-04,VENTA
F-004071,28-09-2025,79738017-0,SKU-1007,54,323460,Distribuidor,V-05,VENTA
F-000245,10/08/25,73660589-5,SKU-1012,32,415680,Distribuidor,V-06,VENTA
F-000789,08/09/25,764769799,SKU-1023,47,93530,Televenta,V-03,VENTA
F-001917,15-08-2025,72.537.492-8,SKU-1009,51,177990,Ecommerce,V-04,VENTA
F-002564,08/06/25,76124429-6,SKU-1016,7,349930,Distribuidor,V-06,VENTA
F-003358,2025-05-18,71634481-8,SKU-1002,40,359600,Distribuidor,V-02,VENTA
F-008730,22-04-2025,71275970-3,SKU-1017,57,740430,Distribuidor,V-03,VENTA
F-003400,12-09-2025,77.577.833-5,SKU-1023,9,17910,Televenta,V-02,VENTA
F-008386,16-12-2025,78.980.980-6,SKU-1015,47,281530,Tienda,V-03,VENTA
F-000159,04/07/25,76068682-1,SKU-1032,3,26970,Distribuidor,V-04,VENTA
F-001256,2025-03-06,79808856-2,SKU-1010,50,649500,Ecommerce,V-06,VENTA
F-011102,2025-03-15,71634481-8,SKU-1032,13,324870,Distribuidor,V-04,VENTA
F-004941,21-02-2025,79126480-2,SKU-1034,35,314650,Distribuidor,V-01,VENTA
F-011731,2025-08-18,79.126.480-2,SKU-1036,46,413540,Distribuidor,V-05,VENTA
F-009742,23-12-2025,73.660.589-5,SKU-1016,60,359400,Televenta,V-02,VENTA
F-011717,28/09/25,79.126.480-2,SKU-1014,9,80910,Distribuidor,NULL,VENTA
F-000426,2025-09-14,71634481-8,SKU-1035,22,549780,Ecommerce,V-04,VENTA
F-004913,24-11-2025,79808856-2,SKU-1009,43,558570,Ecommerce,V-06,VENTA
F-001509,2025-06-01,71.275.970-3,SKU-1010,23,1149770,Ecommerce,V-03,VENTA
F-009969,21-12-2025,78.980.980-6,SKU-1024,19,246810,Televenta,V-02,VENTA
F-013485,15-07-2025,73584180-3,SKU-1036,39,136110,Distribuidor,V-06,VENTA
F-000060,22-03-2025,76.497.584-4,SKU-1039,57,512430,Ecommerce,V-05,VENTA
F-004326,04-04-2025,712759703,SKU-1032,22,76780,Ecommerce,V-06,VENTA
F-000049,11-01-2025,712759703,SKU-1034,59,766410,Distribuidor,V-05,VENTA
F-000638,2025-10-21,78.980.980-6,SKU-1005,60,539400,Televenta,V-06,VENTA
F-014658,2025-07-16,716344818,SKU-1006,26,90740,Tienda,V-03,VENTA
F-004239,2025-02-24,725734584,SKU-1005,31,774690,Distribuidor,V-05,VENTA
F-009480,20-11-2025,75346013-K,SKU-1018,16,55840,Ecommerce,V-02,VENTA
F-001214,29-08-2025,78.980.980-6,SKU-1005,50,449500,Ecommerce,V-02,VENTA
F-004341,09/09/25,72.354.411-7,SKU-1006,27,94230,Ecommerce,V-02,VENTA
F-012031,2025-06-18,79.808.856-2,SKU-1030,21,41790,Ecommerce,V-06,VENTA
F-010581,15/01/25,78536702-7,SKU-1014,20,39800,Televenta,V-06,VENTA
F-009277,27-11-2025,764975844,SKU-1021,30,389700,Televenta,V-01,VENTA
F-014782,2025-03-20,75804200-K,SKU-1036,59,205910,Distribuidor,V-02,VENTA
F-006132,08-11-2025,77.577.833-5,SKU-1040,4,99960,Distribuidor,NULL,VENTA
F-009003,26-01-2025,735841803,SKU-1004,16,207840,Televenta,V-03,VENTA
F-014603,27-01-2025,72573458-4,SKU-1004,53,184970,Tienda,V-06,VENTA
F-009036,22/10/25,77577833-5,SKU-1011,10,129900,Ecommerce,V-06,VENTA
F-011715,08-12-2025,76502858-k,SKU-1029,36,467640,Ecommerce,V-05,VENTA
F-010786,2025-01-01,75346013-k,SKU-1015,58,521420,Ecommerce,V-06,VENTA
F-013133,2025-09-28,79.808.856-2,SKU-1026,33,1649670,Ecommerce,V-02,VENTA
F-014098,13/06/25,79738017-0,SKU-1014,14,181860,Ecommerce,V-04,VENTA
F-000020,2025-11-27,78980980-6,SKU-1008,34,441660,Distribuidor,NULL,VENTA
F-013412,26-10-2025,72537492-8,SKU-1031,14,125860,Distribuidor,V-05,VENTA
F-012096,2025-03-21,75173072-5,SKU-1036,7,24430,Distribuidor,V-03,VENTA
F-006167,06-05-2025,75.804.200-K,SKU-1015,58,753420,Distribuidor,V-06,VENTA
F-003757,2025-03-05,76068682-1,SKU-1020,22,549780,Ecommerce,V-02,VENTA
F-014260,2025-04-28,76124429-6,SKU-1037,9,80910,Tienda,V-06,VENTA
F-008064,2025-10-24,76502858-k,SKU-1021,7,349930,Distribuidor,NULL,VENTA
F-006165,27-06-2025,73.660.589-5,SKU-1016,58,202420,Distribuidor,V-01,VENTA
F-005186,01/02/25,79.808.856-2,SKU-1025,26,155740,Distribuidor,V-05,VENTA
F-009325,2025-07-21,75.804.200-K,SKU-1008,60,119400,Tienda,V-04,VENTA
F-014421,04-09-2025,76.124.429-6,SKU-1016,34,118660,Tienda,V-04,VENTA
F-006585,07/01/25,72.048.560-8,SKU-1031,58,115420,Ecommerce,V-03,VENTA
F-004526,2025-06-29,76502858-K,SKU-1011,45,1124550,Tienda,V-06,VENTA
F-013645,04-01-2025,79.808.856-2,SKU-1003,47,93530,Tienda,V-02,VENTA
F-007987,2025-07-06,79.126.480-2,SKU-1033,14,125860,Ecommerce,V-04,VENTA
F-007055,2025-06-29,78.536.702-7,SKU-1028,24,47760,NULL,V-01,VENTA
F-005007,25-12-2025,76.497.584-4,SKU-1024,13,116870,Ecommerce,V-04,VENTA
F-008849,2025-08-03,76497584-4,SKU-1009,48,287520,Distribuidor,NULL,VENTA
F-011042,06/10/25,78.934.391-2,SKU-1012,48,287520,Televenta,V-05,VENTA
F-008150,2025-08-02,73660589-5,SKU-1011,6,53940,Ecommerce,V-05,VENTA
F-009072,31/10/25,79.126.480-2,SKU-1006,56,2799440,Televenta,NULL,VENTA
F-011047,2025-03-16,798088562,SKU-1018,14,48860,Tienda,V-03,VENTA
F-008565,10/08/25,76476979-9,SKU-1022,1,3490,Distribuidor,V-05,VENTA
F-013421,31/12/25,72.354.411-7,SKU-1038,29,376710,Televenta,V-01,VENTA
F-001598,29-08-2025,75.804.200-K,SKU-1005,1,3490,Distribuidor,V-06,VENTA
F-000901,2025-10-04,77577833-5,SKU-1030,37,480630,Televenta,V-02,VENTA
F-003092,11-05-2025,76068682-1,SKU-1012,30,59700,Televenta,V-03,VENTA
F-003266,11-11-2025,75.346.013-K,SKU-1022,41,1024590,Ecommerce,V-06,VENTA
F-002027,2025-12-05,71634481-8,SKU-1023,4,51960,Ecommerce,V-02,VENTA
F-005180,2025-09-04,760686821,SKU-1012,14,349860,Ecommerce,V-01,VENTA
F-001725,2025-06-12,72354411-7,SKU-1020,32,415680,NULL,V-02,VENTA
F-000657,2025-06-07,72.537.492-8,SKU-1012,25,87250,NULL,V-03,VENTA
F-009714,26/12/25,764975844,SKU-1013,55,191950,Televenta,V-02,VENTA
F-010942,2025-12-15,76476979-9,SKU-1029,57,198930,Distribuidor,V-06,VENTA
F-005452,2025-01-04,76502858-k,SKU-1005,43,150070,Televenta,V-04,VENTA
F-010342,2025-01-05,71.275.970-3,SKU-1001,60,779400,Ecommerce,V-06,VENTA
F-010365,2025-07-20,72.048.560-8,SKU-1013,19,474810,Ecommerce,V-05,VENTA
F-001339,2025-08-28,71.275.970-3,SKU-1036,21,41790,Ecommerce,V-01,VENTA
F-011769,21-01-2025,78934391-2,SKU-1029,41,1024590,Ecommerce,V-02,VENTA
F-013926,14-02-2025,79.738.017-0,SKU-1019,22,43780,Tienda,V-02,VENTA
F-013558,2025-02-08,71.275.970-3,SKU-1037,40,1999600,Televenta,V-02,VENTA
F-014043,24-05-2025,76502858-K,SKU-1016,37,924630,Tienda,V-02,VENTA
F-002712,10-12-2025,76.502.858-K,SKU-1031,42,545580,Televenta,V-03,VENTA
F-003861,07-09-2025,76068682-1,SKU-1033,20,999800,Ecommerce,V-03,VENTA
F-005912,2025-08-20,72048560-8,SKU-1016,33,197670,Tienda,V-03,VENTA
F-006105,15-02-2025,771853979,SKU-1010,57,2849430,Ecommerce,V-03,VENTA
F-012563,2025-07-24,71634481-8,SKU-1027,7,13930,Televenta,V-03,VENTA
F-010378,06/11/25,77521545-4,SKU-1027,31,61690,Distribuidor,V-03,VENTA
F-013723,2025-01-02,78.980.980-6,SKU-1023,32,287680,Tienda,V-05,VENTA
F-004113,2025-11-27,78.980.980-6,SKU-1002,38,341620,Televenta,V-03,VENTA
F-001241,2025-08-31,79.126.480-2,SKU-1038,17,220830,Televenta,V-02,VENTA
F-009795,11-12-2025,771853979,SKU-1029,3,17970,Tienda,V-03,VENTA
F-004336,2025-08-19,77577833-5,SKU-1035,18,899820,Ecommerce,NULL,VENTA
F-014012,17-05-2025,75346013-K,SKU-1004,30,269700,Tienda,V-05,VENTA
F-004610,2025-10-03,725734584,SKU-1019,57,113430,Ecommerce,V-03,VENTA
F-009629,19-12-2025,77185397-9,SKU-1020,60,2999400,Tienda,V-03,VENTA
F-005677,05/10/25,77521545-4,SKU-1017,39,"350610,00",Distribuidor,V-05,VENTA
F-008080,20-04-2025,78980980-6,SKU-1029,8,15920,Distribuidor,V-02,VENTA
F-014436,2025-01-04,78.980.980-6,SKU-1032,7,62930,Televenta,V-04,VENTA
F-001905,2025-10-26,75804200-k,SKU-1020,2,11980,Ecommerce,V-01,VENTA
F-005213,31/01/25,73584180-3,SKU-1012,32,191680,Tienda,V-02,VENTA
F-008448,10-06-2025,775778335,SKU-1007,7,349930,Tienda,V-06,VENTA
F-006695,2025-06-11,76068682-1,SKU-1030,21,188790,Ecommerce,V-03,VENTA
F-014369,2025-08-17,77185397-9,SKU-1026,29,57710,Tienda,V-03,VENTA
F-008833,11-02-2025,789343912,SKU-1024,58,115420,Televenta,V-04,VENTA
F-005877,2025-02-01,76497584-4,SKU-1033,60,119400,Ecommerce,V-01,VENTA
F-000272,2025-05-31,72354411-7,SKU-1008,51,1274490,Tienda,V-03,VENTA
F-008575,2025-06-21,735841803,SKU-1033,31,402690,Tienda,V-02,VENTA
F-001375,26-02-2025,79.738.017-0,SKU-1025,51,177990,Distribuidor,V-02,VENTA
F-000157,2025-04-20,79.126.480-2,SKU-1018,38,1899620,Ecommerce,V-05,VENTA
F-001888,2025-01-09,76.124.429-6,SKU-1034,5,249950,Distribuidor,V-05,VENTA
F-009438,2025-09-30,76502858-K,SKU-1029,21,524790,Tienda,V-01,VENTA
F-011967,2025-05-16,77.521.545-4,SKU-1010,10,249900,Distribuidor,V-06,VENTA
F-002421,26-03-2025,76068682-1,SKU-1028,15,194850,Televenta,V-04,VENTA
F-005731,2025-07-25,78.536.702-7,SKU-1001,14,181860,Tienda,V-03,VENTA
F-000195,2025-09-22,77577833-5,SKU-1034,44,571560,Distribuidor,V-01,VENTA
F-004269,28-12-2025,75804200-K,SKU-1020,5,29950,Televenta,V-04,VENTA
F-004880,2025-01-02,71634481-8,SKU-1027,13,324870,Tienda,V-06,VENTA
F-002548,2025-08-17,71.275.970-3,SKU-1035,9,80910,Distribuidor,V-05,VENTA
F-009150,2025-04-04,78536702-7,SKU-1003,1,12990,Distribuidor,V-04,VENTA
F-012826,2025-04-28,77521545-4,SKU-1008,14,-48860,Ecommerce,V-06,VENTA
F-001162,31-07-2025,72.048.560-8,SKU-1021,50,649500,Tienda,V-01,VENTA
F-014112,2025-11-23,71634481-8,SKU-1002,5,249950,Ecommerce,V-03,VENTA
F-003206,2025-08-16,75804200-K,SKU-1024,37,480630,Televenta,V-01,VENTA
F-014210,2025-10-28,71.634.481-8,SKU-1022,53,1324470,Ecommerce,V-01,VENTA
F-005321,10-12-2025,78.980.980-6,SKU-1011,41,368590,Distribuidor,V-03,VENTA
F-005788,25-06-2025,78934391-2,SKU-1016,42,2099580,Distribuidor,V-06,VENTA
F-000030,11-07-2025,73.660.589-5,SKU-1027,37,480630,Tienda,V-05,VENTA
F-008746,16/05/25,79.808.856-2,SKU-1016,34,305660,Tienda,V-01,VENTA
F-013843,21-08-2025,77577833-5,SKU-1026,48,431520,Tienda,V-01,VENTA
F-006477,17-05-2025,78.934.391-2,SKU-1012,9,449910,Televenta,V-02,VENTA
F-002425,2025-01-04,76.476.979-9,SKU-1037,5,124950,Televenta,V-02,VENTA
F-009262,28/01/25,73584180-3,SKU-1030,26,337740,Tienda,V-06,VENTA
F-001120,2025-11-17,79738017-0,SKU-1032,58,115420,Distribuidor,V-05,VENTA
F-008409,2025-12-29,79738017-0,SKU-1029,15,194850,Ecommerce,V-06,VENTA
F-004143,22/09/25,75804200K,SKU-1004,2,99980,Televenta,V-05,VENTA
F-012773,2025-06-15,723544117,SKU-1019,52,181480,Televenta,V-03,VENTA
F-011791,2025-07-19,78980980-6,SKU-1014,21,1049790,Tienda,V-03,VENTA
F-001859,12-12-2025,72.573.458-4,SKU-1024,42,545580,Televenta,V-01,VENTA
F-007992,2025-11-03,79738017-0,SKU-1016,37,221630,Televenta,V-05,VENTA
F-001846,2025-08-14,77185397-9,SKU-1008,38,493620,NULL,V-03,VENTA
F-010501,2025-11-13,72048560-8,SKU-1018,13,168870,Ecommerce,V-03,VENTA
F-007444,29/11/25,73.660.589-5,SKU-1024,27,674730,Distribuidor,V-01,VENTA
F-001807,31-08-2025,735841803,SKU-1020,56,111440,Televenta,V-06,VENTA
F-014677,20-11-2025,79808856-2,SKU-1026,56,2799440,NULL,V-02,VENTA
F-003915,2025-03-17,79.738.017-0,SKU-1034,29,724710,Ecommerce,V-05,VENTA
F-006715,2025-06-01,76068682-1,SKU-1025,49,171010,Tienda,V-02,VENTA
F-005633,2025-07-08,79.738.017-0,SKU-1039,28,251720,Tienda,V-04,VENTA
F-000752,2025-06-14,75804200-K,SKU-1033,39,77610,Distribuidor,V-01,VENTA
F-009327,12-05-2025,77577833-5,SKU-1024,25,224750,Tienda,V-02,VENTA
F-003248,08-10-2025,76068682-1,SKU-1038,38,227620,NULL,V-01,VENTA
F-001381,01-06-2025,71634481-8,SKU-1030,17,424830,Tienda,V-06,VENTA
F-009241,2025-11-27,78.934.391-2,SKU-1033,13,324870,Ecommerce,V-03,VENTA
F-005941,01-11-2025,720485608,SKU-1018,59,205910,Distribuidor,V-04,VENTA
F-006248,2025-12-30,77.577.833-5,SKU-1019,50,99500,Tienda,V-04,VENTA
F-012937,20-03-2025,73.584.180-3,SKU-1005,26,90740,Distribuidor,V-01,VENTA
F-012763,2025-11-22,79.126.480-2,SKU-1030,38,949620,Tienda,V-02,VENTA
F-009734,20-06-2025,791264802,SKU-1029,6,35940,Ecommerce,V-03,VENTA
F-000261,20-08-2025,79.808.856-2,SKU-1030,48,1199520,Televenta,V-06,VENTA
F-007112,21/01/25,76.476.979-9,SKU-1032,49,-2449510,Tienda,V-05,VENTA
F-000253,2025-05-31,72048560-8,SKU-1019,26,233740,Ecommerce,NULL,VENTA
F-008923,18-12-2025,76476979-9,SKU-1019,20,499800,Tienda,V-02,VENTA
F-000012,2025-06-28,77.185.397-9,SKU-1005,7,41930,Ecommerce,V-03,VENTA
F-003263,2025-08-30,712759703,SKU-1028,12,71880,Televenta,V-02,VENTA
F-004338,2025-04-08,72.048.560-8,SKU-1001,36,1799640,Ecommerce,V-02,VENTA
F-009030,08-02-2025,76.068.682-1,SKU-1037,9,80910,Distribuidor,V-01,VENTA
F-013001,21-10-2025,72573458-4,SKU-1013,2,49980,Televenta,V-03,VENTA
F-007303,2025-04-15,789809806,SKU-1040,43,257570,Televenta,V-06,VENTA
F-008717,2025-07-17,712759703,SKU-1033,15,194850,Tienda,V-01,VENTA
F-002078,2025-09-11,78980980-6,SKU-1009,52,311480,Distribuidor,V-04,VENTA
F-002893,20-11-2025,79.126.480-2,SKU-1001,25,1249750,Distribuidor,V-06,VENTA
F-010682,07-09-2025,76.502.858-K,SKU-1033,57,512430,Distribuidor,V-03,VENTA
F-011420,28/11/25,78934391-2,SKU-1013,54,701460,Tienda,V-05,VENTA
F-006611,2025-01-19,76476979-9,SKU-1040,8,15920,Ecommerce,V-05,VENTA
F-005474,2025-10-04,79126480-2,SKU-1029,4,13960,Ecommerce,V-04,VENTA
F-003692,10/02/25,72048560-8,SKU-1007,34,441660,Distribuidor,V-04,VENTA
F-014033,2025-12-29,75.346.013-K,SKU-1013,27,1349730,Tienda,V-02,VENTA
F-011941,2025-07-09,71275970-3,SKU-1031,23,1149770,Distribuidor,V-06,VENTA
F-005873,2025-04-20,76476979-9,SKU-1030,18,899820,Ecommerce,V-01,VENTA
F-005896,2025-09-25,76.476.979-9,SKU-1001,48,2399520,Distribuidor,V-05,VENTA
F-014131,22-01-2025,76068682-1,SKU-1024,10,499900,Tienda,V-02,VENTA
F-005070,20-08-2025,79126480-2,SKU-1003,57,512430,Ecommerce,NULL,VENTA
F-011017,2025-02-25,72.354.411-7,SKU-1030,23,45770,Distribuidor,V-03,VENTA
F-014671,2025-11-28,75346013-K,SKU-1025,35,69650,NULL,V-03,VENTA
F-007091,30-06-2025,78.934.391-2,SKU-1023,9,17910,Tienda,V-01,VENTA
F-008875,2025-09-17,72.573.458-4,SKU-1035,29,173710,Distribuidor,V-02,VENTA
F-009407,2025-07-03,76502858K,SKU-1009,45,269550,Ecommerce,V-01,VENTA
F-002967,10/01/25,79808856-2,SKU-1010,23,574770,Televenta,NULL,VENTA
F-010824,28-03-2025,78.934.391-2,SKU-1001,45,584550,Distribuidor,V-06,VENTA
F-001714,02/11/25,785367027,SKU-1008,43,150070,Tienda,V-01,VENTA
F-011337,2025-12-21,73.584.180-3,SKU-1035,53,105470,Ecommerce,V-01,VENTA
F-010036,11/07/25,78934391-2,SKU-1034,2,6980,Tienda,V-02,VENTA
F-007026,2025-02-08,79.738.017-0,SKU-1033,7,13930,Distribuidor,V-01,VENTA
F-009662,2025-12-05,76.476.979-9,SKU-1003,30,269700,Televenta,V-05,VENTA
F-004957,2025-01-12,76497584-4,SKU-1008,1,3490,Ecommerce,V-06,VENTA
F-005908,2025-01-08,72.573.458-4,SKU-1012,9,53910,Televenta,V-04,VENTA
F-005510,17-12-2025,75.804.200-K,SKU-1036,45,584550,Ecommerce,V-02,VENTA
F-014277,2025-07-15,791264802,SKU-1033,60,209400,Distribuidor,V-06,VENTA
F-003560,2025-07-18,72537492-8,SKU-1033,59,205910,Televenta,V-01,VENTA
F-009114,2025-11-09,76.502.858-K,SKU-1031,7,13930,Televenta,V-06,VENTA
F-014152,03/03/25,76068682-1,SKU-1005,19,37810,Ecommerce,V-04,VENTA
F-013042,30-07-2025,72.048.560-8,SKU-1011,14,349860,Televenta,V-06,VENTA
F-014139,04/03/25,760686821,SKU-1002,41,368590,Distribuidor,V-04,VENTA
F-012188,2025-07-10,71634481-8,SKU-1028,38,1899620,Ecommerce,V-01,VENTA
F-011250,11/10/25,75.804.200-K,SKU-1015,32,111680,Televenta,V-01,VENTA
F-007136,2025-04-18,79126480-2,SKU-1022,43,558570,Tienda,V-04,VENTA
F-002518,2025-09-06,77577833-5,SKU-1007,29,101210,Televenta,V-02,VENTA
F-003143,20-02-2025,78.536.702-7,SKU-1002,18,449820,NULL,V-04,VENTA
F-011333,15-01-2025,76497584-4,SKU-1021,14,48860,Televenta,V-03,VENTA
F-002586,2025-10-27,77521545-4,SKU-1006,2,11980,Tienda,V-03,VENTA
F-008478,05-10-2025,71275970-3,SKU-1020,44,263560,Tienda,V-02,VENTA
F-003035,18-05-2025,71.634.481-8,SKU-1010,48,431520,Distribuidor,V-06,VENTA
F-004360,2025-01-12,720485608,SKU-1024,4,199960,Distribuidor,V-05,VENTA
F-004975,20-12-2025,77.577.833-5,SKU-1014,32,191680,Tienda,V-06,VENTA
F-005361,12/12/25,72.573.458-4,SKU-1001,44,1099560,Tienda,V-06,VENTA
F-008090,2025-10-21,76124429-6,SKU-1009,38,75620,Televenta,V-01,VENTA
F-001008,24-06-2025,79.126.480-2,SKU-1035,32,191680,Distribuidor,V-04,VENTA
F-005389,11-03-2025,73584180-3,SKU-1022,15,134850,Tienda,V-01,VENTA
F-010985,2025-05-06,76.502.858-K,SKU-1029,55,2749450,Distribuidor,V-06,VENTA
F-012309,2025-11-03,75.804.200-K,SKU-1021,47,422530,Tienda,V-06,VENTA
F-000021,16-02-2025,76.476.979-9,SKU-1033,4,199960,Distribuidor,V-01,VENTA
F-001291,26-08-2025,72048560-8,SKU-1025,52,181480,Tienda,V-06,VENTA
F-003203,2025-10-26,735841803,SKU-1011,53,105470,Televenta,NULL,VENTA
F-010418,26-01-2025,76502858-K,SKU-1015,30,389700,Ecommerce,V-04,VENTA
F-010776,2025-09-21,716344818,SKU-1026,23,1149770,Tienda,V-03,VENTA
F-012997,2025-04-13,72048560-8,SKU-1002,28,699720,Ecommerce,V-02,VENTA
F-007401,2025-09-12,73.660.589-5,SKU-1015,5,64950,Ecommerce,V-01,VENTA
F-008781,2025-04-22,736605895,SKU-1040,42,251580,Distribuidor,NULL,VENTA
F-012634,14/08/25,72.354.411-7,SKU-1024,23,137770,Distribuidor,V-05,VENTA
F-007508,05/05/25,73.660.589-5,SKU-1032,58,202420,Distribuidor,V-01,VENTA
F-000776,13/06/25,725374928,SKU-1008,51,2549490,Ecommerce,V-06,VENTA
F-009763,2025-09-10,76.497.584-4,SKU-1024,15,29850,Ecommerce,V-06,VENTA
